20131101602     3132.90       40.00      176.00
20131101634     3280.00      536.00        0.00
20131101640     2261.90        0.00        0.00
20131101643     3469.90       16.00      216.00
20131101661     2416.00        0.00        0.00
20131101662     1064.00        0.00        0.00
20131101663      528.00        0.00        0.00
20131101664      352.00        0.00        0.00
20131101771     2512.00       16.00        0.00
20131101772      136.00       32.00        0.00
20131101812        0.00        0.00     2023.20
20131101813     2621.20        0.00        0.00
20131101819        0.00        0.00    18802.10
20131102001        0.00      136.00     3976.00
20131102002        0.00       24.00     3359.30
20131102003        0.00        0.00     6777.70
20131102012      160.00        0.00     5688.80
20131102016     3048.00        0.00        0.00
20131102020        0.00        0.00     6882.00
20131102037     3132.00       32.00        0.00
20131102100        0.00      152.00     1808.00
20131102101        0.00        0.00        0.00
20131102102     5092.00        0.00     2733.20
20131102103        0.00      152.00     3044.00
20131102104     1200.00        0.00      263.30
20131102105     2279.30        0.00     1544.00
20131102107     4681.70        0.00     3186.60
20131102109     4907.30        0.00     2471.30
20131102110     2166.40        0.00        0.00
20131102116     2740.00        0.00     1071.30
20131102117     3391.30        0.00     2112.00
20131102120     3753.60        0.00     1910.60
20131102121        0.00        0.00      704.00
20131102124     2716.80        0.00     1052.40
20131102125     2155.60        0.00     1166.30
20131102126     1008.00        0.00      496.00
20131102181     4104.00        0.00     2240.00
20131102182     5552.00        0.00     1175.30
20131102201        0.00        0.00     1856.00
20131102202        0.00        0.00     1260.80
20131102208        0.00        0.00        0.00
20131102209        0.00        0.00        0.00
20131102229     8348.00        0.00     2970.60
20131102231        0.00        0.00     4834.40
20131102302        0.00        0.00     1032.00
20131102400    19432.00        0.00     8778.20
20131102427     3086.60        0.00     2113.60
20131102500     8865.70        0.00     2686.50
20131102600        0.00        0.00      352.00
20131102601        0.00        0.00     4391.30
20131102602        0.00        0.00     4000.00
20131102603        0.00      352.00     3210.00
20131102604        0.00        0.00      528.00
20131102605        0.00        0.00      221.90
20131102700        0.00        0.00      528.00
20131102701        0.00        0.00     1360.00
20131102702        0.00        0.00     2864.00
20131102703        0.00        0.00     1143.30
20131102704        0.00      536.00    14035.56
20131102705        0.00        0.00        0.00
20131102707        0.00        0.00     1522.40
20131102709        0.00        0.00      704.00
20131102715        0.00        0.00        0.00
20131102801     5991.00        0.00      120.00
20131102807      738.40        0.00        0.00
20131102808     7019.30        0.00        0.00
20131102815     4142.40        0.00        0.00
20131102827     4142.40        0.00        0.00
20131102832     4142.40        0.00        0.00
20131102910     4142.40        0.00        0.00
20131103001     4142.40        0.00        0.00
20131103007        0.00        0.00      312.00
20131103100        0.00        0.00     1542.40
20131103103        0.00        0.00     2676.30
20131103115        0.00        0.00      168.00
20131103116        0.00        0.00        0.00
20131103160        0.00        0.00     5192.00
20131103201        0.00       88.00     4840.00
20131103203        0.00        0.00     1880.00
20131103204        0.00        0.00    48421.90
20131103207        0.00        0.00      352.00
20131103209        0.00        0.00     1120.00
20131103214        0.00        0.00     2840.00
20131103253        0.00        0.00     1408.00
20131103301        0.00        0.00     4209.80
20131103302        0.00        0.00     1083.20
20131103400     1898.10        0.00        0.00
20131103410     1898.10        0.00        0.00
20131105500        0.00        0.00      288.00
20131105501        0.00        0.00      496.00
20131105502        0.00        0.00      952.00
20131105503        0.00        0.00      176.00
20131106001     1176.00      136.00      176.00
20131106002      916.00      336.00      352.00
20131106003      449.60        0.00        0.00
20131107001    10006.40       48.00        0.00
20131107002     5495.30        0.00        0.00
20131107003     1763.20        0.00        0.00
20131109901     1763.20        0.00        0.00
20131109902     1763.20        0.00        0.00
20131109903     1763.20        0.00        0.00
20131109904     1763.20        0.00        0.00
20131109905     1763.20        0.00        0.00
20131109906     1763.20        0.00        0.00
20131109907     1763.20        0.00        0.00
20131109908     1763.20        0.00        0.00
20131109914     1763.20        0.00        0.00
20131109915     1763.20        0.00        0.00
20131109916     1763.20        0.00        0.00
20131109917     1763.20        0.00        0.00
20131109918     1763.20        0.00        0.00
20131109919     1763.20        0.00        0.00
20131109920     1763.20        0.00        0.00
20131109921     1763.20        0.00        0.00
20131109922     1763.20        0.00        0.00
20131109923     1763.20        0.00        0.00
20131116021     1763.20        0.00        0.00
20131116022     1763.20        0.00        0.00
20131116023     1763.20        0.00        0.00
20131122081        0.00        0.00     1488.00
20131122082        0.00        0.00     3103.20
