20131100001   181202000000050
20131100001   181231000001070
20131100001   191179000000150
20131100001   212003000000025
20131100001   212002000000400
20131100001   219200000000159
20131100001   219300000000300
20131100001   219449000000120
20131100001   219800000000698
20131100001   219802000000400
20131100001   293003000000510
20131100001   293011000000695
20131100001   293022000000775
20131100001   293001000000170
20131100001   293004000000370
20131100001   293007000000110
20131100001   401202000000100
20131100001   421217000000123
20131100001   421318000000335
20131100001   490104000000325
20131100001   490204000000050
20131100001   512005000000025
20131100001   900309000000385
20131100001   900911000000250
20131100001   901203000000100
20131100001   902707000000035
20131100001 26020238000000990
20131100019 26219200000000100
20131100019 26219449000000025
20131100019 26293022000000100
20131100019 26401202000000100
20131100019 26421217000000205
20131100019 26421318000000100
20131100019 26490104000000100
20131100019 26510203000000205
20131100019 26513001000000050
20131100019 26581205000000005
20131100019 26581206000000522
20131100019 26581207000000005
20131100019 26771324000000105
20131100019 26900309000000100
20131100019 26900911000000050
20131100019 25001000000001993
20131100030 25191179000001692
20131100030 25292004000000738
20131100030 25900911000000234
20131100077 25181231000000010
20131100077 25181202000000130
20131100077 25191179000000003
20131100077 25293022000000024
20131100077 25401202000000200
20131100077 25421217000000009
20131100077 25421318000000030
20131100077 25510203000000208
20131100077 25513200000000005
20131100077 25581207000000370
20131100077 25581206000000016
20131100077 25581205000000016
20131100077 25771324000000010
20131100077 25900911000000057
20131100077 25001000000000656
20131100077 26019031000000002
20131100200 26181231000000003
20131100200 26181202000000001
20131100200 26191179000000116
20131100200 26212001000000011
20131100200 26215020000000045
20131100200 26219206000000015
20131100200 26219200000000087
20131100200 26219300000000008
20131100200 26219449000000003
20131100200 26219775000000027
20131100200 26219776000000019
20131100200 26219802000000034
20131100200 26219800000000057
20131100200 26293003000000015
20131100200 26293008000000036
20131100200 26293001000000084
20131100200 26293011000000052
20131100200 26293022000000081
20131100200 26293010000000010
20131100200 26293021000000080
20131100200 26421318000000021
20131100200 26490204000000042
20131100200 26510203000000002
20131100200 26512005000000001
20131100200 26513005000000110
20131100200 26900309000000008
20131100200 26900911000000032
20131100200 26901203000000005
20131100200 25000122000000002
20131100203 25181231000000009
20131100203 25181202000000001
20131100203 25191179000000408
20131100203 25212001000000040
20131100203 25215020000000157
20131100203 25219206000000053
20131100203 25219200000000304
20131100203 25219300000000027
20131100203 25219449000000009
20131100203 25219775000000093
20131100203 25219776000000066
20131100203 25219802000000120
20131100203 25219800000000199
20131100203 25293003000000053
20131100203 25293008000000125
20131100203 25293001000000292
20131100203 25293011000000182
20131100203 25293022000000282
20131100203 25293010000000035
20131100203 25293021000000281
20131100203 25421318000000072
20131100203 25490204000000146
20131100203 25510203000000008
20131100203 25512005000000001
20131100203 25513005000000386
20131100203 25900309000000027
20131100203 25900911000000111
20131100203 25901203000000019
