201311   900116рт  332.50    0.00
201311   900117рт    0.00    0.00
201311   421217рт  290.40  290.40
201311   421318рт  290.40  290.40
201311   421319рт  290.40  290.40
201311   771223рт  290.40  290.40
201311   771324рт  290.40  290.40
201311   401202рт  290.40  290.40
201311   902013рт  290.40  290.40
201311   900945рт  326.30    0.00
201311   513001рт  290.40  290.40
201311   900147рт  290.40  290.40
201311   191179рт  270.00  270.00
201311   181202рт  290.00    0.00
201311   181231рт  280.00  290.40
201311   181232рт    0.00  290.40
201311   900911рт    0.00    0.00
201311   901002рт    0.00    0.00
201311   901203рт  290.40  290.40
201311   901301рт  290.40  290.40
201311   212001рт  290.40  290.40
201311   212002рт  290.40  290.40
201311   212004рт  260.00    0.00
201311   212003рт  290.00  290.40
201311   211202рт  290.40    0.00
201311   211247рт  290.40    0.00
201311   211248рт  290.40    0.00
201311   211245рт  290.40    0.00
201311   211246рт  290.40    0.00
201311   211345рт  290.40    0.00
201311   490113рт  290.40  290.40
201311   490104рт  290.40  290.40
201311   490105рт  290.40  290.40
201311   490204рт  290.40  290.40
201311   513908рт  290.40  290.40
201311   512005рт  290.40  290.40
201311   591300рт    0.00    0.00
201311   581304рт    0.00    0.00
201311   581205рт  290.40  290.40
201311   581206рт  100.00    0.00
201311   581207рт  290.40    0.00
201311   215016рт    0.00    0.00
201311   215019рт    0.00    0.00
201311   510203рт  290.40  290.40
201311   510204рт  290.40  290.40
201311   513201рт  290.40  290.40
201311   512100рт  290.40  290.40
201311   513200рт  290.40  290.40
201311   311307рт  290.40  290.40
201311   311306рт  290.40  290.40
201311   311302рт  290.40  290.40
201311   301320рт  290.40  290.40
201311   293022рт  290.40  290.40
201311   292004т   290.40  290.40
201311   292006т   290.40  290.40
201311   292003т   290.40  290.40
201311   293021т   290.40  290.40
201311   293001т   290.40  290.40
201311   293006т   290.40  290.40
201311   293005т   290.40  290.40
201311   293003т   290.40  290.40
201311   293004т   290.40  290.40
201311   292010т   290.40  290.40
201311   293008т   290.40  290.40
201311   293002т   290.40  290.40
201311   293007т   290.40  290.40
201311   293010т   290.40  290.40
201311   293009т   290.40  290.40
201311   293011т   290.40  290.40
201311   270181т   290.40  290.40
201311   270296т   290.40  290.40
201311   270297т   290.40  290.40
201311   270299т   290.40  290.40
201311   270310т   290.40  290.40
201311   270312т   290.40  290.40
201311   270319т   290.40  290.40
201311   270321т   290.40  290.40
201311   270322т   290.40  290.40
201311   270323т   290.40  290.40
201311   270324т   290.40  290.40
201311   270327т   290.40  290.40
201311   270328т   290.40  290.40
201311   270329т   290.40  290.40
201311   270330т   290.40  290.40
201311   270333т   290.40  290.40
201311   270335т   290.40  290.40
201311   270362т   290.40  290.40
201311   270391т   290.40  290.40
201311   270394т   290.40  290.40
201311   270400т   290.40  290.40
201311   270402т   290.40  290.40
201311   270404т   290.40  290.40
201311   270405т   290.40  290.40
201311   270406т   290.40  290.40
201311   270419т   290.40  290.40
201311   270422т   290.40  290.40
201311   270429т   290.40  290.40
201311   270436т   290.40  290.40
201311   270439т   290.40  290.40
201311   270440т   290.40  290.40
